"","population","ReproS","Age","Year_last_seen","First_breeding_attempt","YearPop","cohortPop","lifetime_repro_output","nb_breeding_attempts","ID"
"3267","Kerguelen",0,20,2015,"no","2006-Kerguelen","1986-Kerguelen",9,12,"ID_450"
"3268","Kerguelen",1,19,2015,"no","2005-Kerguelen","1986-Kerguelen",9,12,"ID_450"
"3269","Kerguelen",1,23,2015,"no","2009-Kerguelen","1986-Kerguelen",9,12,"ID_450"
"3270","Kerguelen",1,15,2015,"no","2001-Kerguelen","1986-Kerguelen",9,12,"ID_450"
"3271","Kerguelen",0,22,2015,"no","2008-Kerguelen","1986-Kerguelen",9,12,"ID_450"
"3272","Kerguelen",1,18,2021,"no","2004-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3273","Kerguelen",1,23,2021,"no","2009-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3274","Kerguelen",1,13,2021,"no","1999-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3275","Kerguelen",1,32,2021,"no","2018-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3276","Kerguelen",1,11,2021,"yes","1997-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3277","Kerguelen",1,33,2021,"no","2019-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3278","Kerguelen",0,31,2021,"no","2017-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3279","Kerguelen",0,26,2021,"no","2012-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3280","Kerguelen",1,22,2021,"no","2008-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3281","Kerguelen",1,29,2021,"no","2015-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3282","Kerguelen",1,24,2021,"no","2010-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3283","Kerguelen",1,25,2021,"no","2011-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3284","Kerguelen",1,12,2021,"no","1998-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3285","Kerguelen",1,34,2021,"no","2020-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3286","Kerguelen",1,28,2021,"no","2014-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3287","Kerguelen",1,19,2021,"no","2005-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3288","Kerguelen",1,21,2021,"no","2007-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3289","Kerguelen",0,35,2021,"no","2021-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3290","Kerguelen",0,16,2021,"no","2002-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3291","Kerguelen",0,27,2021,"no","2013-Kerguelen","1986-Kerguelen",15,20,"ID_451"
"3292","Kerguelen",0,9,1995,"yes","1995-Kerguelen","1986-Kerguelen",0,1,"ID_452"
"3293","Kerguelen",1,12,1998,"yes","1998-Kerguelen","1986-Kerguelen",1,1,"ID_453"
"3294","Kerguelen",0,30,2020,"no","2016-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3295","Kerguelen",1,27,2020,"no","2013-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3296","Kerguelen",1,24,2020,"no","2010-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3297","Kerguelen",0,7,2020,"yes","1993-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3298","Kerguelen",1,19,2020,"no","2005-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3299","Kerguelen",1,18,2020,"no","2004-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3300","Kerguelen",0,15,2020,"no","2001-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3301","Kerguelen",1,10,2020,"no","1996-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3302","Kerguelen",1,34,2020,"no","2020-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3303","Kerguelen",1,14,2020,"no","2000-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3304","Kerguelen",1,20,2020,"no","2006-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3305","Kerguelen",1,12,2020,"no","1998-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3306","Kerguelen",1,21,2020,"no","2007-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3307","Kerguelen",1,33,2020,"no","2019-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3308","Kerguelen",1,29,2020,"no","2015-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3309","Kerguelen",1,28,2020,"no","2014-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3310","Kerguelen",1,32,2020,"no","2018-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3311","Kerguelen",0,23,2020,"no","2009-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3312","Kerguelen",1,11,2020,"no","1997-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3313","Kerguelen",1,13,2020,"no","1999-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3314","Kerguelen",1,26,2020,"no","2012-Kerguelen","1986-Kerguelen",17,21,"ID_454"
"3315","Kerguelen",1,13,1999,"yes","1999-Kerguelen","1986-Kerguelen",1,1,"ID_455"
"3316","Kerguelen",0,16,2016,"no","2002-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3317","Kerguelen",1,27,2016,"no","2013-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3318","Kerguelen",0,17,2016,"no","2003-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3319","Kerguelen",1,30,2016,"no","2016-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3320","Kerguelen",0,29,2016,"no","2015-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3321","Kerguelen",1,14,2016,"no","2000-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3322","Kerguelen",1,11,2016,"yes","1997-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3323","Kerguelen",1,23,2016,"no","2009-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3324","Kerguelen",1,22,2016,"no","2008-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3325","Kerguelen",1,25,2016,"no","2011-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3326","Kerguelen",0,15,2016,"no","2001-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3327","Kerguelen",1,24,2016,"no","2010-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3328","Kerguelen",1,28,2016,"no","2014-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3329","Kerguelen",1,21,2016,"no","2007-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3330","Kerguelen",1,13,2016,"no","1999-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3331","Kerguelen",1,26,2016,"no","2012-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3332","Kerguelen",1,20,2016,"no","2006-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3333","Kerguelen",1,19,2016,"no","2005-Kerguelen","1986-Kerguelen",14,18,"ID_456"
"3334","Kerguelen",0,32,2024,"no","2018-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3335","Kerguelen",0,19,2024,"no","2005-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3336","Kerguelen",0,17,2024,"no","2003-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3337","Kerguelen",1,13,2024,"yes","1999-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3338","Kerguelen",0,36,2024,"no","2022-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3339","Kerguelen",1,26,2024,"no","2012-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3340","Kerguelen",0,16,2024,"no","2002-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3341","Kerguelen",0,30,2024,"no","2016-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3342","Kerguelen",1,18,2024,"no","2004-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3343","Kerguelen",0,27,2024,"no","2013-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3344","Kerguelen",1,37,2024,"no","2023-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3345","Kerguelen",0,35,2024,"no","2021-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3346","Kerguelen",1,23,2024,"no","2009-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3347","Kerguelen",0,33,2024,"no","2019-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3348","Kerguelen",1,21,2024,"no","2007-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3349","Kerguelen",1,14,2024,"no","2000-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3350","Kerguelen",1,38,2024,"no","2024-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3351","Kerguelen",0,25,2024,"no","2011-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3352","Kerguelen",0,20,2024,"no","2006-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3353","Kerguelen",0,28,2024,"no","2014-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3354","Kerguelen",0,24,2024,"no","2010-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3355","Kerguelen",0,31,2024,"no","2017-Kerguelen","1986-Kerguelen",8,22,"ID_457"
"3356","Kerguelen",1,11,2002,"no","1997-Kerguelen","1986-Kerguelen",4,6,"ID_458"
"3357","Kerguelen",1,10,2002,"yes","1996-Kerguelen","1986-Kerguelen",4,6,"ID_458"
"3358","Kerguelen",0,16,2002,"no","2002-Kerguelen","1986-Kerguelen",4,6,"ID_458"
"3359","Kerguelen",1,13,2002,"no","1999-Kerguelen","1986-Kerguelen",4,6,"ID_458"
"3360","Kerguelen",0,14,2002,"no","2000-Kerguelen","1986-Kerguelen",4,6,"ID_458"
"3361","Kerguelen",1,12,2002,"no","1998-Kerguelen","1986-Kerguelen",4,6,"ID_458"
"3362","Kerguelen",1,12,2003,"no","1999-Kerguelen","1987-Kerguelen",3,5,"ID_459"
"3363","Kerguelen",0,16,2003,"no","2003-Kerguelen","1987-Kerguelen",3,5,"ID_459"
"3364","Kerguelen",1,15,2003,"no","2002-Kerguelen","1987-Kerguelen",3,5,"ID_459"
"3365","Kerguelen",0,11,2003,"yes","1998-Kerguelen","1987-Kerguelen",3,5,"ID_459"
"3366","Kerguelen",1,13,2003,"no","2000-Kerguelen","1987-Kerguelen",3,5,"ID_459"
"3367","Kerguelen",1,11,1998,"no","1998-Kerguelen","1987-Kerguelen",2,2,"ID_460"
"3368","Kerguelen",1,9,1998,"yes","1996-Kerguelen","1987-Kerguelen",2,2,"ID_460"
"3369","Kerguelen",1,21,2013,"no","2008-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3370","Kerguelen",1,14,2013,"no","2001-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3371","Kerguelen",0,25,2013,"no","2012-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3372","Kerguelen",1,24,2013,"no","2011-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3373","Kerguelen",1,9,2013,"yes","1996-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3374","Kerguelen",1,11,2013,"no","1998-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3375","Kerguelen",1,10,2013,"no","1997-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3376","Kerguelen",1,22,2013,"no","2009-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3377","Kerguelen",1,26,2013,"no","2013-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3378","Kerguelen",1,18,2013,"no","2005-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3379","Kerguelen",1,17,2013,"no","2004-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3380","Kerguelen",0,13,2013,"no","2000-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3381","Kerguelen",1,15,2013,"no","2002-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3382","Kerguelen",1,16,2013,"no","2003-Kerguelen","1987-Kerguelen",12,14,"ID_461"
"3383","Kerguelen",1,27,2010,"no","2010-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3384","Kerguelen",0,22,2010,"no","2005-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3385","Kerguelen",1,8,2010,"no","1991-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3386","Kerguelen",1,11,2010,"no","1994-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3387","Kerguelen",1,23,2010,"no","2006-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3388","Kerguelen",1,24,2010,"no","2007-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3389","Kerguelen",0,25,2010,"no","2008-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3390","Kerguelen",0,16,2010,"no","1999-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3391","Kerguelen",0,7,2010,"yes","1990-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3392","Kerguelen",1,20,2010,"no","2003-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3393","Kerguelen",1,17,2010,"no","2000-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3394","Kerguelen",1,14,2010,"no","1997-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3395","Kerguelen",0,19,2010,"no","2002-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3396","Kerguelen",1,9,2010,"no","1992-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3397","Kerguelen",1,15,2010,"no","1998-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3398","Kerguelen",1,21,2010,"no","2004-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3399","Kerguelen",0,13,2010,"no","1996-Kerguelen","1983-Kerguelen",11,17,"ID_462"
"3400","Kerguelen",1,19,2018,"no","2004-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3401","Kerguelen",1,22,2018,"no","2007-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3402","Kerguelen",1,28,2018,"no","2013-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3403","Kerguelen",1,30,2018,"no","2015-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3404","Kerguelen",0,26,2018,"no","2011-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3405","Kerguelen",1,25,2018,"no","2010-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3406","Kerguelen",1,33,2018,"no","2018-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3407","Kerguelen",1,20,2018,"no","2005-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3408","Kerguelen",1,13,2018,"no","1998-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3409","Kerguelen",1,16,2018,"no","2001-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3410","Kerguelen",1,15,2018,"no","2000-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3411","Kerguelen",0,21,2018,"no","2006-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3412","Kerguelen",1,12,2018,"no","1997-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3413","Kerguelen",1,14,2018,"no","1999-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3414","Kerguelen",1,27,2018,"no","2012-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3415","Kerguelen",0,18,2018,"no","2003-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3416","Kerguelen",1,23,2018,"no","2008-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3417","Kerguelen",1,11,2018,"yes","1996-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3418","Kerguelen",0,17,2018,"no","2002-Kerguelen","1985-Kerguelen",15,19,"ID_463"
"3419","Kerguelen",0,23,2009,"no","2008-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3420","Kerguelen",1,14,2009,"no","1999-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3421","Kerguelen",1,18,2009,"no","2003-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3422","Kerguelen",1,12,2009,"no","1997-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3423","Kerguelen",0,21,2009,"no","2006-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3424","Kerguelen",1,13,2009,"no","1998-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3425","Kerguelen",1,11,2009,"yes","1996-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3426","Kerguelen",1,17,2009,"no","2002-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3427","Kerguelen",1,22,2009,"no","2007-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3428","Kerguelen",0,15,2009,"no","2000-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3429","Kerguelen",0,16,2009,"no","2001-Kerguelen","1985-Kerguelen",7,12,"ID_464"
"3430","Kerguelen",0,26,2011,"no","2011-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3431","Kerguelen",1,25,2011,"no","2010-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3432","Kerguelen",1,23,2011,"no","2008-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3433","Kerguelen",1,20,2011,"no","2005-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3434","Kerguelen",1,21,2011,"no","2006-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3435","Kerguelen",0,13,2011,"yes","1998-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3436","Kerguelen",1,22,2011,"no","2007-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3437","Kerguelen",1,24,2011,"no","2009-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3438","Kerguelen",1,19,2011,"no","2004-Kerguelen","1985-Kerguelen",7,9,"ID_465"
"3439","Kerguelen",1,20,2022,"no","2007-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3440","Kerguelen",1,16,2022,"no","2003-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3441","Kerguelen",0,33,2022,"no","2020-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3442","Kerguelen",0,34,2022,"no","2021-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3443","Kerguelen",1,28,2022,"no","2015-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3444","Kerguelen",1,29,2022,"no","2016-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3445","Kerguelen",1,25,2022,"no","2012-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3446","Kerguelen",0,17,2022,"no","2004-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3447","Kerguelen",1,21,2022,"no","2008-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3448","Kerguelen",0,31,2022,"no","2018-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3449","Kerguelen",0,35,2022,"no","2022-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3450","Kerguelen",0,18,2022,"no","2005-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3451","Kerguelen",1,27,2022,"no","2014-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3452","Kerguelen",1,24,2022,"no","2011-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3453","Kerguelen",1,19,2022,"no","2006-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3454","Kerguelen",1,23,2022,"no","2010-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3455","Kerguelen",1,26,2022,"no","2013-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3456","Kerguelen",1,22,2022,"no","2009-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3457","Kerguelen",1,14,2022,"yes","2001-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3458","Kerguelen",1,32,2022,"no","2019-Kerguelen","1987-Kerguelen",14,20,"ID_466"
"3459","Kerguelen",0,10,1995,"no","1995-Kerguelen","1985-Kerguelen",1,2,"ID_467"
"3460","Kerguelen",1,9,1995,"yes","1994-Kerguelen","1985-Kerguelen",1,2,"ID_467"
"3461","Kerguelen",1,13,2024,"no","1998-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3462","Kerguelen",1,35,2024,"no","2020-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3463","Kerguelen",0,19,2024,"no","2004-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3464","Kerguelen",1,11,2024,"yes","1996-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3465","Kerguelen",1,30,2024,"no","2015-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3466","Kerguelen",0,27,2024,"no","2012-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3467","Kerguelen",0,39,2024,"no","2024-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3468","Kerguelen",0,18,2024,"no","2003-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3469","Kerguelen",0,37,2024,"no","2022-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3470","Kerguelen",1,16,2024,"no","2001-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3471","Kerguelen",0,33,2024,"no","2018-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3472","Kerguelen",1,14,2024,"no","1999-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3473","Kerguelen",1,20,2024,"no","2005-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3474","Kerguelen",1,23,2024,"no","2008-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3475","Kerguelen",1,25,2024,"no","2010-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3476","Kerguelen",0,15,2024,"no","2000-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3477","Kerguelen",1,32,2024,"no","2017-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3478","Kerguelen",1,29,2024,"no","2014-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3479","Kerguelen",1,28,2024,"no","2013-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3480","Kerguelen",1,36,2024,"no","2021-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3481","Kerguelen",1,38,2024,"no","2023-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3482","Kerguelen",1,12,2024,"no","1997-Kerguelen","1985-Kerguelen",15,22,"ID_468"
"3483","Kerguelen",0,12,2024,"no","1997-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3484","Kerguelen",1,33,2024,"no","2018-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3485","Kerguelen",0,17,2024,"no","2002-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3486","Kerguelen",0,15,2024,"no","2000-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3487","Kerguelen",0,37,2024,"no","2022-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3488","Kerguelen",1,36,2024,"no","2021-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3489","Kerguelen",1,22,2024,"no","2007-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3490","Kerguelen",1,29,2024,"no","2014-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3491","Kerguelen",0,34,2024,"no","2019-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3492","Kerguelen",1,21,2024,"no","2006-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3493","Kerguelen",0,25,2024,"no","2010-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3494","Kerguelen",1,30,2024,"no","2015-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3495","Kerguelen",1,11,2024,"no","1996-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3496","Kerguelen",0,35,2024,"no","2020-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3497","Kerguelen",0,14,2024,"no","1999-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3498","Kerguelen",0,39,2024,"no","2024-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3499","Kerguelen",1,32,2024,"no","2017-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3500","Kerguelen",0,27,2024,"no","2012-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3501","Kerguelen",1,19,2024,"no","2004-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3502","Kerguelen",1,23,2024,"no","2008-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3503","Kerguelen",1,18,2024,"no","2003-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3504","Kerguelen",0,26,2024,"no","2011-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3505","Kerguelen",1,24,2024,"no","2009-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3506","Kerguelen",0,8,2024,"yes","1993-Kerguelen","1985-Kerguelen",12,25,"ID_469"
"3507","Kerguelen",1,8,1993,"yes","1993-Kerguelen","1985-Kerguelen",1,1,"ID_470"
"3508","Kerguelen",1,8,1993,"yes","1993-Kerguelen","1985-Kerguelen",1,1,"ID_471"
"3509","Kerguelen",0,17,2002,"no","2002-Kerguelen","1985-Kerguelen",1,4,"ID_472"
"3510","Kerguelen",0,12,2002,"yes","1997-Kerguelen","1985-Kerguelen",1,4,"ID_472"
"3511","Kerguelen",1,15,2002,"no","2000-Kerguelen","1985-Kerguelen",1,4,"ID_472"
"3512","Kerguelen",0,14,2002,"no","1999-Kerguelen","1985-Kerguelen",1,4,"ID_472"
"3513","Kerguelen",1,15,2002,"no","2002-Kerguelen","1987-Kerguelen",5,5,"ID_473"
"3514","Kerguelen",1,13,2002,"no","2000-Kerguelen","1987-Kerguelen",5,5,"ID_473"
"3515","Kerguelen",1,14,2002,"no","2001-Kerguelen","1987-Kerguelen",5,5,"ID_473"
"3516","Kerguelen",1,11,2002,"no","1998-Kerguelen","1987-Kerguelen",5,5,"ID_473"
"3517","Kerguelen",1,10,2002,"yes","1997-Kerguelen","1987-Kerguelen",5,5,"ID_473"
"3518","Kerguelen",0,15,2002,"yes","2002-Kerguelen","1987-Kerguelen",0,1,"ID_474"
"3519","Kerguelen",0,18,2011,"no","2005-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3520","Kerguelen",0,15,2011,"no","2002-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3521","Kerguelen",1,24,2011,"no","2011-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3522","Kerguelen",1,21,2011,"no","2008-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3523","Kerguelen",1,13,2011,"no","2000-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3524","Kerguelen",1,19,2011,"no","2006-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3525","Kerguelen",1,16,2011,"no","2003-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3526","Kerguelen",0,17,2011,"no","2004-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3527","Kerguelen",1,23,2011,"no","2010-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3528","Kerguelen",1,20,2011,"no","2007-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3529","Kerguelen",1,10,2011,"yes","1997-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3530","Kerguelen",1,22,2011,"no","2009-Kerguelen","1987-Kerguelen",9,12,"ID_475"
"3531","Kerguelen",1,10,2015,"no","1997-Kerguelen","1987-Kerguelen",7,15,"ID_476"
"3532","Kerguelen",0,8,2015,"yes","1995-Kerguelen","1987-Kerguelen",7,15,"ID_476"
"3533","Kerguelen",1,15,2015,"no","2002-Kerguelen","1987-Kerguelen",7,15,"ID_476"
